0, 0
1, 229120
2, 1307760
3, 3169080
4, 5669720
5, 8789520
6, 12429840
7, 16567960
8, 21027160
9, 25907320
10, 31119320
11, 36717440
12, 42580160
13, 48728120
14, 55092520
15, 61733920
16, 68521120
17, 75574080
18, 82701360
19, 90055880
20, 97562280
21, 105148320
22, 112972400
23, 120768480
24, 128748000
25, 136896000
26, 145193120
27, 153444320
28, 161746880
29, 170161520
30, 178478720
31, 187189720
32, 195726040
33, 204288880
34, 212650160
35, 221194360
36, 229838680
37, 238675760
38, 247110240
39, 255620040
40, 264356040
41, 273098880
42, 281729040
43, 290475240
44, 298921480
45, 307871080
46, 316625800
47, 325514440
48, 334336840
49, 343068640
50, 351642640
51, 360306520
52, 368948920
53, 377564600
54, 386124680
55, 394678280
56, 403277640
57, 411686280
58, 420177480
59, 429039280
60, 437607280
61, 446037480
62, 454536440
63, 463192640
64, 471494720
65, 479970720
66, 488249760
67, 496654240
68, 504748960
69, 513169720
70, 521314920
71, 529462880
72, 537668000
73, 545578280
74, 553709400
75, 561833400
76, 570175160
77, 578136960
78, 586579680
79, 594252160
80, 602472960
81, 610611840
82, 618237840
83, 626511280
84, 634155280
85, 641890280
86, 649313800
87, 657157720
88, 664630680
89, 672405720
90, 680304120
91, 687995440
92, 695767600
93, 703486600
94, 710995320
95, 718500320
96, 725942240
97, 733453920
98, 740737280
99, 747770240
100, 755134240
101, 762555720
102, 769981320
103, 777211920
104, 784525200
105, 791997000
106, 799022680
107, 806016200
108, 813101000
109, 820007240
110, 826840440
111, 833713560
112, 840666520
113, 847414880
114, 854437280
115, 861328080
116, 867902960
117, 874717040
118, 881452480
119, 888130760
120, 894970760
121, 901746760
122, 908456760
123, 915177480
124, 921828840
125, 928488840
126, 935111400
127, 941949080
128, 948559000
129, 954776800
130, 961079200
131, 967513920
132, 973781280
133, 979904600
134, 986261560
135, 992757760
136, 999231360
137, 1005297720
138, 1011673320
139, 1017806000
140, 1023506800
141, 1029321640
142, 1035603720
143, 1042038720
144, 1048000320
145, 1054096120
146, 1060438360
147, 1066477120
148, 1072332000
149, 1078333720
150, 1084051720
151, 1089799720
152, 1095769720
153, 1101349720
154, 1107181720
155, 1112971720
156, 1118257720
157, 1123741720
158, 1128907720
159, 1134229720
160, 1139329720
161, 1144669720
162, 1150069720
163, 1155403720
164, 1160221720
165, 1164901720
166, 1170229720
167, 1174957720
168, 1179775720
169, 1184563720
170, 1189429720
171, 1194343720
172, 1199167720
173, 1203943720
174, 1208269720
175, 1212925720
176, 1217251720
177, 1221847720
178, 1226509720
179, 1230703720
180, 1235059720
181, 1239325720
182, 1243489720
183, 1247395720
184, 1251541720
185, 1255945720
186, 1260013720
187, 1263907720
188, 1267759720
189, 1271755720
190, 1275487720
191, 1279453720
192, 1283479720
193, 1287091720
194, 1290877720
195, 1294519720
196, 1298185720
197, 1301743720
198, 1305289720
199, 1308913720
200, 1312399720
201, 1316005720
202, 1319611720
203, 1323331720
204, 1326991720
205, 1330285720
206, 1333615720
207, 1337155720
208, 1340509720
209, 1343647720
210, 1347157720
211, 1350517720
212, 1353775720
213, 1356841720
214, 1359913720
215, 1363051720
216, 1366219720
217, 1369339720
218, 1372309720
219, 1375237720
220, 1378525720
221, 1381693720
222, 1384603720
223, 1387423720
224, 1390603720
225, 1393615720
226, 1396243720
227, 1399099720
228, 1401787720
229, 1404595720
230, 1407013720
231, 1409743720
232, 1412371720
233, 1415221720
234, 1417801720
235, 1420507720
236, 1423153720
237, 1425793720
238, 1428403720
239, 1431067720
240, 1433725720
241, 1435963720
242, 1438513720
243, 1441033720
244, 1443379720
245, 1446031720
246, 1448539720
247, 1450813720
248, 1453177720
249, 1455565720
250, 1457929720
251, 1460449720
252, 1462831720
253, 1465213720
254, 1467373720
255, 1469461720
256, 1471651720
257, 1473967720
258, 1476157720
259, 1478197720
260, 1480417720
261, 1482691720
262, 1484953720
263, 1486957720
264, 1489159720
265, 1491289720
266, 1493443720
267, 1495519720
268, 1497325720
269, 1499311720
270, 1501339720
271, 1503481720
272, 1505443720
273, 1507393720
274, 1509319720
275, 1511305720
276, 1513159720
277, 1515049720
278, 1517035720
279, 1518829720
280, 1520761720
281, 1522789720
282, 1524709720
283, 1526683720
284, 1528525720
285, 1530451720
286, 1532095720
287, 1533961720
288, 1535623720
289, 1537411720
290, 1539133720
291, 1541005720
292, 1542853720
293, 1544653720
294, 1546273720
295, 1548085720
296, 1549747720
297, 1551313720
298, 1552921720
299, 1554469720
300, 1555969720
301, 1557583720
302, 1559233720
303, 1560829720
304, 1562551720
305, 1564249720
306, 1565959720
307, 1567357720
308, 1568803720
309, 1570327720
310, 1571773720
311, 1573333720
312, 1574899720
313, 1576333720
314, 1577833720
315, 1579351720
316, 1580917720
317, 1582399720
318, 1583941720
319, 1585441720
320, 1586821720
321, 1588249720
322, 1589899720
323, 1591375720
324, 1592761720
325, 1594381720
326, 1595767720
327, 1597255720
328, 1598665720
329, 1599967720
330, 1601341720
331, 1602727720
332, 1603909720
333, 1605289720
334, 1606585720
335, 1607989720
336, 1609147720
337, 1610479720
338, 1611817720
339, 1612951720
340, 1614259720
341, 1615579720
342, 1616857720
