0, 0
1, 57280
2, 326940
3, 792270
4, 1417430
5, 2197380
6, 3107460
7, 4141990
8, 5256790
9, 6476830
10, 7779830
11, 9179360
12, 10645040
13, 12182030
14, 13773130
15, 15433480
16, 17130280
17, 18893520
18, 20675340
19, 22513970
20, 24390570
21, 26287080
22, 28243100
23, 30192120
24, 32187000
25, 34224000
26, 36298280
27, 38361080
28, 40436720
29, 42540380
30, 44619680
31, 46797430
32, 48931510
33, 51072220
34, 53162540
35, 55298590
36, 57459670
37, 59668940
38, 61777560
39, 63905010
40, 66089010
41, 68274720
42, 70432260
43, 72618810
44, 74730370
45, 76967770
46, 79156450
47, 81378610
48, 83584210
49, 85767160
50, 87910660
51, 90076630
52, 92237230
53, 94391150
54, 96531170
55, 98669570
56, 100819410
57, 102921570
58, 105044370
59, 107259820
60, 109401820
61, 111509370
62, 113634110
63, 115798160
64, 117873680
65, 119992680
66, 122062440
67, 124163560
68, 126187240
69, 128292430
70, 130328730
71, 132365720
72, 134417000
73, 136394570
74, 138427350
75, 140458350
76, 142543790
77, 144534240
78, 146644920
79, 148563040
80, 150618240
81, 152652960
82, 154559460
83, 156627820
84, 158538820
85, 160472570
86, 162328450
87, 164289430
88, 166157670
89, 168101430
90, 170076030
91, 171998860
92, 173941900
93, 175871650
94, 177748830
95, 179625080
96, 181485560
97, 183363480
98, 185184320
99, 186942560
100, 188783560
101, 190638930
102, 192495330
103, 194302980
104, 196131300
105, 197999250
106, 199755670
107, 201504050
108, 203275250
109, 205001810
110, 206710110
111, 208428390
112, 210166630
113, 211853720
114, 213609320
115, 215332020
116, 216975740
117, 218679260
118, 220363120
119, 222032690
120, 223742690
121, 225436690
122, 227114190
123, 228794370
124, 230457210
125, 232122210
126, 233777850
127, 235487270
128, 237139750
129, 238694200
130, 240269800
131, 241878480
132, 243445320
133, 244976150
134, 246565390
135, 248189440
136, 249807840
137, 251324430
138, 252918330
139, 254451500
140, 255876700
141, 257330410
142, 258900930
143, 260509680
144, 262000080
145, 263524030
146, 265109590
147, 266619280
148, 268083000
149, 269583430
150, 271012930
151, 272459510
152, 273971910
153, 275394810
154, 276891690
155, 278387440
156, 279761800
157, 281196780
158, 282557160
159, 283967490
160, 285327490
161, 286760390
162, 288218390
163, 289667460
164, 290984380
165, 292271380
166, 293745460
167, 295061420
168, 296410460
169, 297759080
170, 299137780
171, 300538270
172, 301921150
173, 303298230
174, 304552770
175, 305910770
176, 307179730
177, 308535550
178, 309918610
179, 311169820
180, 312476620
181, 313763530
182, 315026610
183, 316217940
184, 317489380
185, 318847280
186, 320108360
187, 321321990
188, 322528950
189, 323787690
190, 324969490
191, 326232000
192, 327520320
193, 328682180
194, 329906320
195, 331089970
196, 332287530
197, 333455740
198, 334625920
199, 335827880
200, 336989880
201, 338197890
202, 339411910
203, 340670510
204, 341914910
205, 343040360
206, 344183660
207, 345404960
208, 346567680
209, 347660750
210, 348889250
211, 350070850
212, 351222010
213, 352310440
214, 353406120
215, 354530570
216, 355671050
217, 356799450
218, 357878550
219, 358947270
220, 360152870
221, 361319750
222, 362396450
223, 363444550
224, 364631750
225, 365761250
226, 366751130
227, 367831650
228, 368853090
229, 369924810
230, 370851710
231, 371902760
232, 372918920
233, 374025670
234, 375031870
235, 376091720
236, 377132480
237, 378175280
238, 379210580
239, 380271740
240, 381334940
241, 382233870
242, 383262370
243, 384282970
244, 385237010
245, 386319910
246, 387348190
247, 388284320
248, 389261440
249, 390252460
250, 391237460
251, 392291660
252, 393292100
253, 394296510
254, 395210910
255, 396098310
256, 397032710
257, 398024730
258, 398966430
259, 399847030
260, 400809030
261, 401798220
262, 402785960
263, 403664380
264, 404633260
265, 405574010
266, 406528950
267, 407452770
268, 408259450
269, 409149840
270, 410062440
271, 411029910
272, 411919350
273, 412806600
274, 413686140
275, 414596390
276, 415449230
277, 416321780
278, 417241960
279, 418076170
280, 418977770
281, 419927550
282, 420829950
283, 421761020
284, 422632900
285, 423547750
286, 424331390
287, 425223960
288, 426021720
289, 426882940
290, 427715240
291, 428623160
292, 429522520
293, 430401520
294, 431195320
