0, 0
1, 4
2, 4
3, 4
4, 4
5, 4
6, 4
7, 4
8, 4
9, 4
10, 4
11, 4
12, 4
13, 4
14, 4
15, 4
16, 4
17, 4
18, 4
19, 4
20, 4
21, 4
22, 4
23, 4
24, 4
25, 4
26, 4
27, 4
28, 4
29, 4
30, 4
31, 4
32, 4
33, 4
34, 4
35, 4
36, 4
37, 4
38, 4
39, 4
40, 4
41, 4
42, 4
43, 4
44, 4
45, 4
46, 4
47, 4
48, 4
49, 4
50, 4
51, 4
52, 4
53, 4
54, 4
55, 4
56, 4
57, 4
58, 4
59, 4
60, 4
61, 4
62, 4
63, 4
64, 4
65, 4
66, 4
67, 4
68, 4
69, 4
70, 4
71, 4
72, 4
73, 4
74, 4
75, 4
76, 4
77, 4
78, 4
79, 4
80, 4
81, 4
82, 4
83, 4
84, 4
85, 4
86, 4
87, 4
88, 4
89, 4
90, 4
91, 4
92, 4
93, 4
94, 4
95, 4
96, 4
97, 4
98, 4
99, 4
100, 4
101, 4
102, 4
103, 4
104, 4
105, 4
106, 4
107, 4
108, 4
109, 4
110, 4
111, 4
112, 4
113, 4
114, 4
115, 4
116, 4
117, 4
118, 4
119, 4
120, 4
121, 4
122, 4
123, 4
124, 4
125, 4
126, 4
127, 4
128, 4
129, 4
130, 4
131, 4
132, 4
133, 4
134, 4
135, 4
136, 4
137, 4
138, 4
139, 4
140, 4
141, 4
142, 4
143, 4
144, 4
145, 4
146, 4
147, 4
148, 4
149, 4
150, 24
151, 20
152, 16
153, 20
154, 20
155, 20
156, 20
157, 20
158, 20
159, 16
160, 20
161, 20
162, 16
163, 20
164, 20
165, 16
166, 20
167, 16
168, 20
169, 16
170, 20
171, 16
172, 20
173, 16
174, 16
175, 20
176, 16
177, 16
178, 16
179, 20
180, 16
181, 16
182, 16
183, 20
184, 16
185, 16
186, 16
187, 16
188, 16
189, 16
190, 16
191, 16
192, 16
193, 12
194, 16
195, 20
196, 12
197, 16
198, 16
199, 12
200, 20
201, 16
202, 12
203, 16
204, 12
205, 16
206, 16
207, 16
208, 12
209, 16
210, 12
211, 16
212, 16
213, 12
214, 12
215, 16
216, 12
217, 16
218, 16
219, 12
220, 12
221, 12
222, 16
223, 20
224, 12
225, 8
226, 16
227, 12
228, 16
229, 12
230, 12
231, 12
232, 16
233, 12
234, 12
235, 16
236, 12
237, 8
238, 16
239, 12
240, 12
241, 12
242, 16
243, 8
244, 16
245, 12
246, 12
247, 12
248, 12
249, 8
250, 16
251, 12
252, 12
253, 12
254, 12
255, 12
256, 12
257, 16
258, 8
259, 8
260, 16
261, 8
262, 12
263, 12
264, 12
265, 8
266, 16
267, 12
268, 8
269, 12
270, 12
271, 8
272, 20
273, 8
274, 12
275, 12
276, 4
277, 12
278, 16
279, 12
280, 4
281, 16
282, 8
283, 12
284, 12
285, 8
286, 12
287, 8
288, 12
289, 8
290, 16
291, 8
292, 8
293, 12
294, 8
295, 16
296, 4
297, 16
298, 4
299, 16
300, 8
301, 12
302, 8
303, 8
304, 8
305, 12
306, 12
307, 8
308, 12
309, 8
310, 8
311, 12
312, 12
313, 8
314, 8
315, 12
316, 8
317, 12
318, 8
319, 12
320, 4
321, 12
322, 8
323, 8
324, 12
325, 8
326, 8
327, 12
328, 8
329, 8
330, 12
331, 8
332, 12
333, 8
334, 12
335, 4
336, 12
337, 8
338, 8
339, 12
340, 8
341, 8
342, 8
343, 8
344, 8
345, 12
346, 8
347, 8
348, 8
349, 8
350, 8
351, 12
352, 4
353, 8
354, 12
355, 8
356, 8
357, 8
358, 12
359, 4
360, 12
361, 4
362, 12
363, 8
364, 8
365, 8
366, 8
367, 12
368, 8
369, 4
370, 8
371, 8
372, 8
373, 12
374, 4
375, 12
376, 8
377, 8
378, 4
379, 12
380, 8
381, 4
382, 12
383, 4
384, 12
385, 4
386, 8
387, 8
388, 8
389, 12
390, 4
391, 8
392, 4
393, 12
394, 4
395, 12
396, 8
397, 8
398, 8
399, 4
400, 8
401, 8
402, 8
403, 4
404, 16
405, 4
406, 8
407, 8
408, 4
409, 12
410, 4
411, 8
412, 4
413, 12
414, 4
415, 12
416, 4
417, 8
418, 8
419, 4
420, 8
421, 8
422, 8
423, 8
424, 8
425, 4
426, 8
427, 4
428, 12
429, 4
430, 4
431, 12
432, 4
433, 8
434, 8
435, 8
436, 4
437, 8
438, 4
439, 12
440, 4
441, 8
442, 8
443, 4
444, 8
445, 8
446, 8
447, 8
448, 4
449, 8
450, 4
451, 8
452, 4
453, 12
454, 0
455, 12
456, 4
457, 8
458, 8
459, 4
460, 8
461, 4
462, 12
463, 0
464, 12
465, 0
466, 16
467, 0
468, 8
469, 8
470, 4
471, 8
472, 4
473, 8
474, 8
475, 4
476, 4
477, 8
478, 4
479, 8
480, 8
481, 4
482, 12
483, 4
484, 8
485, 4
